,Feature,Mean_SHAP
1191,global_economy__real_inventory_investment_lcu__euro,0.0
1192,global_economy__real_inventory_investment_lcu__u_s_dollar,0.0
1193,global_economy__real_inventory_investment_ppp__u_s_dollar,0.0
1194,global_economy__real_inventory_investment_us__u_s_dollar,0.0
1224,global_economy__real_private_consumption_growth_rate_year_on_year__percent_change_year_ago,0.0
1167,global_economy__real_gross_domestic_demand_absorption_lcu__index,0.0
1141,global_economy__real_gdp_at_factor_cost_us__u_s_dollar,0.0
1165,global_economy__real_gross_domestic_demand_absorption_lcu__chinese_renminbi,0.0
1075,global_economy__real_consumption_total_lcu__chinese_renminbi,0.0
999,global_economy__nominal_nia_imports_of_goods_non_factor_services_lcu__u_s_dollar,0.0
1076,global_economy__real_consumption_total_lcu__euro,0.0
1000,global_economy__nominal_nia_imports_of_goods_non_factor_services_ppp__u_s_dollar,0.0
1001,global_economy__nominal_nia_imports_of_goods_non_factor_services_us__u_s_dollar,0.0
1002,global_economy__nominal_nia_net_exports_euro__euro,0.0
1003,global_economy__nominal_nia_net_exports_lcu__chinese_renminbi,0.0
1005,global_economy__nominal_nia_net_exports_lcu__u_s_dollar,0.0
1006,global_economy__nominal_nia_net_exports_ppp__u_s_dollar,0.0
1078,global_economy__real_consumption_total_ppp__u_s_dollar,0.0
1073,global_economy__real_consumption_total_euro__euro,0.0
1072,global_economy__real_consumption_per_capita_us__u_s_dollar,0.0
1007,global_economy__nominal_nia_net_exports_us__u_s_dollar,0.0
1008,global_economy__nominal_operating_surplus_corporate_sector_lcu__u_s_dollar,0.0
1009,global_economy__nominal_operating_surplus_profits_rent_interest_euro__euro,0.0
1069,global_economy__price_of_crude_oil_wti__u_s_dollar,0.0
1068,global_economy__price_of_crude_oil_us_basis__u_s_dollar,0.0
1077,global_economy__real_consumption_total_lcu__u_s_dollar,0.0
1079,global_economy__real_consumption_total_us__u_s_dollar,0.0
1095,global_economy__real_fixed_investment_private_non_residential_lcu__u_s_dollar,0.0
1088,global_economy__real_fixed_investment_lcu__chinese_renminbi,0.0
1093,global_economy__real_fixed_investment_private_non_residential_euro__euro,0.0
1092,global_economy__real_fixed_investment_ppp__u_s_dollar,0.0
995,global_economy__nominal_nia_imports_of_goods_non_factor_services_euro__euro,0.0
1091,global_economy__real_fixed_investment_lcu__u_s_dollar,0.0
1090,global_economy__real_fixed_investment_lcu__index,0.0
996,global_economy__nominal_nia_imports_of_goods_non_factor_services_lcu__chinese_renminbi,0.0
1089,global_economy__real_fixed_investment_lcu__euro,0.0
997,global_economy__nominal_nia_imports_of_goods_non_factor_services_lcu__euro,0.0
1081,global_economy__real_exchange_rate_with_eurozone_eurozone_prices_per_local_prices__euro,0.0
1087,global_economy__real_fixed_investment_growth_rate_year_on_year__percent_change_year_ago,0.0
998,global_economy__nominal_nia_imports_of_goods_non_factor_services_lcu__index,0.0
1086,global_economy__real_fixed_investment_government_us__u_s_dollar,0.0
1085,global_economy__real_fixed_investment_government_ppp__u_s_dollar,0.0
1084,global_economy__real_fixed_investment_government_lcu__u_s_dollar,0.0
1083,global_economy__real_fixed_investment_government_euro__euro,0.0
1082,global_economy__real_fixed_investment_euro__euro,0.0
1067,global_economy__price_of_crude_oil_lcu_basis__u_s_dollar,0.0
1010,global_economy__nominal_operating_surplus_profits_rent_interest_lcu__u_s_dollar,0.0
1065,global_economy__price_of_crude_oil_lcu_basis__chinese_renminbi,0.0
1038,global_economy__nominal_statistical_discrepancy_lcu__u_s_dollar,0.0
1014,global_economy__nominal_private_consumption_lcu__chinese_renminbi,0.0
1041,global_economy__number_of_households__number,0.0
1015,global_economy__nominal_private_consumption_lcu__euro,0.0
1016,global_economy__nominal_private_consumption_lcu__u_s_dollar,0.0
1017,global_economy__nominal_private_consumption_ppp__u_s_dollar,0.0
1018,global_economy__nominal_private_consumption_us__u_s_dollar,0.0
1039,global_economy__nominal_statistical_discrepancy_ppp__u_s_dollar,0.0
1037,global_economy__nominal_statistical_discrepancy_lcu__euro,0.0
1064,global_economy__price_of_crude_oil_brent__u_s_dollar,0.0
1036,global_economy__nominal_statistical_discrepancy_lcu__chinese_renminbi,0.0
1034,global_economy__nominal_share_of_gdp_private_consumption__percentage,0.0
1033,global_economy__nominal_share_of_gdp_nia_net_exports__percentage,0.0
1031,global_economy__nominal_share_of_gdp_nia_exports_of_goods_non_factor_services__percentage,0.0
1030,global_economy__nominal_share_of_gdp_gross_private_saving__percentage,0.0
1021,global_economy__nominal_share_of_gdp_at_factor_cost_industry_construction__percentage,0.0
1025,global_economy__nominal_share_of_gdp_fixed_investment__percentage,0.0
1042,global_economy__operating_surplus_government_owned_businesses_in_lcu_general_government__u_s_dollar,0.0
1043,global_economy__other_expenditure_and_outlays_euro__euro,0.0
1044,global_economy__other_expenditure_and_outlays_lcu__u_s_dollar,0.0
1045,global_economy__other_expenditure_and_outlays_us__u_s_dollar,0.0
1063,global_economy__population_urban__persons,0.0
1062,global_economy__population_total__persons,0.0
1060,global_economy__population_growth_rate__percentage,0.0
1059,global_economy__population_age_bracket_65__persons,0.0
1057,global_economy__population_age_bracket_0_14__persons,0.0
1056,global_economy__personal_income_us__u_s_dollar,0.0
1055,global_economy__personal_income_lcu__u_s_dollar,0.0
1054,global_economy__personal_income_lcu__euro,0.0
1052,global_economy__personal_expenditure_and_outlays_us__u_s_dollar,0.0
1011,global_economy__nominal_operating_surplus_profits_rent_interest_ppp__u_s_dollar,0.0
1012,global_economy__nominal_operating_surplus_profits_rent_interest_us__u_s_dollar,0.0
1051,global_economy__personal_expenditure_and_outlays_lcu__u_s_dollar,0.0
1050,global_economy__personal_expenditure_and_outlays_euro__euro,0.0
1048,global_economy__output_gap__u_s_dollar,0.0
1046,global_economy__output_gap__chinese_renminbi,0.0
1094,global_economy__real_fixed_investment_private_non_residential_lcu__euro,0.0
1096,global_economy__real_fixed_investment_private_non_residential_ppp__u_s_dollar,0.0
1163,global_economy__real_government_consumption_us__u_s_dollar,0.0
1024,global_economy__nominal_share_of_gdp_change_in_inventory__percentage,0.0
979,global_economy__nominal_inventory_investment_lcu__u_s_dollar,0.0
1146,global_economy__real_gdp_gross_domestic_product_lcu__u_s_dollar,0.0
980,global_economy__nominal_inventory_investment_ppp__u_s_dollar,0.0
1145,global_economy__real_gdp_gross_domestic_product_lcu__index,0.0
1144,global_economy__real_gdp_gross_domestic_product_lcu__euro,0.0
1143,global_economy__real_gdp_gross_domestic_product_lcu__chinese_renminbi,0.0
1142,global_economy__real_gdp_gross_domestic_product_euro__euro,0.0
1140,global_economy__real_gdp_at_factor_cost_services_us__u_s_dollar,0.0
1147,global_economy__real_gdp_gross_domestic_product_us__u_s_dollar,0.0
1139,global_economy__real_gdp_at_factor_cost_services_ppp__u_s_dollar,0.0
1138,global_economy__real_gdp_at_factor_cost_services_lcu__u_s_dollar,0.0
1137,global_economy__real_gdp_at_factor_cost_services_lcu__euro,0.0
1136,global_economy__real_gdp_at_factor_cost_services_lcu__chinese_renminbi,0.0
1133,global_economy__real_gdp_at_factor_cost_ppp__u_s_dollar,0.0
1132,global_economy__real_gdp_at_factor_cost_lcu__u_s_dollar,0.0
1131,global_economy__real_gdp_at_factor_cost_lcu__euro,0.0
977,global_economy__nominal_inventory_investment_lcu__chinese_renminbi,0.0
1148,global_economy__real_gdp_growth_rate_year_on_year__percent_change_year_ago,0.0
1097,global_economy__real_fixed_investment_private_non_residential_us__u_s_dollar,0.0
1155,global_economy__real_gdp_per_capita_us__u_s_dollar,0.0
1162,global_economy__real_government_consumption_ppp__u_s_dollar,0.0
1161,global_economy__real_government_consumption_lcu__u_s_dollar,0.0
1160,global_economy__real_government_consumption_lcu__index,0.0
1159,global_economy__real_government_consumption_lcu__euro,0.0
1158,global_economy__real_government_consumption_lcu__chinese_renminbi,0.0
1157,global_economy__real_government_consumption_growth_rate_year_on_year__percent_change_year_ago,0.0
1156,global_economy__real_government_consumption_euro__euro,0.0
1154,global_economy__real_gdp_per_capita_ppp__u_s_dollar,0.0
1149,global_economy__real_gdp_per_capita_2005_yen_per_person__japanese_yen,0.0
1153,global_economy__real_gdp_per_capita_lcu__u_s_dollar,0.0
1152,global_economy__real_gdp_per_capita_lcu__euro,0.0
1151,global_economy__real_gdp_per_capita_lcu__chinese_renminbi,0.0
971,global_economy__nominal_indirect_taxes_minus_subsidies_lcu__chinese_renminbi,0.0
972,global_economy__nominal_indirect_taxes_minus_subsidies_lcu__euro,0.0
973,global_economy__nominal_indirect_taxes_minus_subsidies_lcu__u_s_dollar,0.0
1150,global_economy__real_gdp_per_capita_euro__euro,0.0
1130,global_economy__real_gdp_at_factor_cost_lcu__chinese_renminbi,0.0
1129,global_economy__real_gdp_at_factor_cost_industry_us__u_s_dollar,0.0
982,global_economy__nominal_net_domestic_product_at_factor_cost_domestic_income_euro__euro,0.0
990,global_economy__nominal_nia_exports_of_goods_non_factor_services_lcu__index,0.0
1108,global_economy__real_gdp_at_factor_cost_agriculture_lcu__u_s_dollar,0.0
1107,global_economy__real_gdp_at_factor_cost_agriculture_lcu__euro,0.0
987,global_economy__nominal_nia_exports_of_goods_non_factor_services_euro__euro,0.0
1106,global_economy__real_gdp_at_factor_cost_agriculture_lcu__chinese_renminbi,0.0
988,global_economy__nominal_nia_exports_of_goods_non_factor_services_lcu__chinese_renminbi,0.0
1103,global_economy__real_fixed_investment_us__u_s_dollar,0.0
989,global_economy__nominal_nia_exports_of_goods_non_factor_services_lcu__euro,0.0
991,global_economy__nominal_nia_exports_of_goods_non_factor_services_lcu__u_s_dollar,0.0
983,global_economy__nominal_net_domestic_product_at_factor_cost_domestic_income_lcu__u_s_dollar,0.0
1101,global_economy__real_fixed_investment_private_residential_ppp__u_s_dollar,0.0
1100,global_economy__real_fixed_investment_private_residential_lcu__u_s_dollar,0.0
992,global_economy__nominal_nia_exports_of_goods_non_factor_services_ppp__u_s_dollar,0.0
1099,global_economy__real_fixed_investment_private_residential_lcu__euro,0.0
1098,global_economy__real_fixed_investment_private_residential_euro__euro,0.0
993,global_economy__nominal_nia_exports_of_goods_non_factor_services_us__u_s_dollar,0.0
994,global_economy__nominal_nia_imports_in_u_s_dollars_growth_rate_year_on_year__percent_change_year_ago,0.0
1109,global_economy__real_gdp_at_factor_cost_agriculture_ppp__u_s_dollar,0.0
1110,global_economy__real_gdp_at_factor_cost_agriculture_us__u_s_dollar,0.0
1111,global_economy__real_gdp_at_factor_cost_euro__euro,0.0
1113,global_economy__real_gdp_at_factor_cost_industry_construction_lcu__chinese_renminbi,0.0
1128,global_economy__real_gdp_at_factor_cost_industry_ppp__u_s_dollar,0.0
1127,global_economy__real_gdp_at_factor_cost_industry_manufacturing_us__u_s_dollar,0.0
1126,global_economy__real_gdp_at_factor_cost_industry_manufacturing_ppp__u_s_dollar,0.0
1125,global_economy__real_gdp_at_factor_cost_industry_manufacturing_lcu__u_s_dollar,0.0
984,global_economy__nominal_net_domestic_product_at_factor_cost_domestic_income_ppp__u_s_dollar,0.0
1124,global_economy__real_gdp_at_factor_cost_industry_manufacturing_lcu__euro,0.0
1122,global_economy__real_gdp_at_factor_cost_industry_manufacturing_euro__euro,0.0
1121,global_economy__real_gdp_at_factor_cost_industry_lcu__u_s_dollar,0.0
1120,global_economy__real_gdp_at_factor_cost_industry_lcu__euro,0.0
1119,global_economy__real_gdp_at_factor_cost_industry_lcu__chinese_renminbi,0.0
1118,global_economy__real_gdp_at_factor_cost_industry_growth_rate_year_on_year__percent_change_year_ago,0.0
1116,global_economy__real_gdp_at_factor_cost_industry_construction_us__u_s_dollar,0.0
1115,global_economy__real_gdp_at_factor_cost_industry_construction_ppp__u_s_dollar,0.0
1114,global_economy__real_gdp_at_factor_cost_industry_construction_lcu__euro,0.0
985,global_economy__nominal_net_domestic_product_at_factor_cost_domestic_income_us__u_s_dollar,0.0
1102,global_economy__real_fixed_investment_private_residential_us__u_s_dollar,0.0
1325,global_economy__unspecified_revenue_total_otherwise_current_in_lcu_central_government__u_s_dollar,0.0
1257,global_economy__subsidies_in_lcu_unspecified_government__euro,0.0
1590,registrations__vwm_premium_acura_interpolated_linear,0.0
1555,registrations__vwm_premium_bmw_interpolated_linear,0.0
1554,registrations__vwm_premium_bmw_medianbymonth,0.0
1552,registrations__vwm_premium_mercedes_benz_fill_zero,0.0
1551,registrations__vwm_premium_mercedes_benz_interpolation_spline,0.0
1550,registrations__vwm_premium_mercedes_benz_interpolated_linear,0.0
1549,registrations__vwm_premium_mercedes_benz_medianbymonth,0.0
1547,registrations__volkswagensegment_luxus_fill_zero,0.0
1546,registrations__volkswagensegment_luxus_interpolation_spline,0.0
1545,registrations__volkswagensegment_luxus_interpolated_linear,0.0
1544,registrations__volkswagensegment_luxus_medianbymonth,0.0
1542,registrations__volkswagensegment_x_fill_zero,0.0
1540,registrations__volkswagensegment_x_interpolated_linear,0.0
1539,registrations__volkswagensegment_x_medianbymonth,0.0
1537,registrations__volkswagensegment_budget_fill_zero,0.0
1536,registrations__volkswagensegment_budget_interpolation_spline,0.0
1535,registrations__volkswagensegment_budget_interpolated_linear,0.0
1534,registrations__volkswagensegment_budget_medianbymonth,0.0
1532,registrations__volkswagensegment_premium_fill_zero,0.0
1531,registrations__volkswagensegment_premium_interpolation_spline,0.0
1530,registrations__volkswagensegment_premium_interpolated_linear,0.0
1529,registrations__volkswagensegment_premium_medianbymonth,0.0
1556,registrations__vwm_premium_bmw_interpolation_spline,0.0
1557,registrations__vwm_premium_bmw_fill_zero,0.0
1559,registrations__vwm_premium_audi_medianbymonth,0.0
1575,registrations__vwm_premium_land_rover_interpolated_linear,0.0
1588,registrations__vwm_premium_acura_meanbymonth,0.0
1587,registrations__vwm_premium_mini_fill_zero,0.0
1584,registrations__vwm_premium_mini_medianbymonth,0.0
1582,registrations__vwm_premium_porsche_fill_zero,0.0
1581,registrations__vwm_premium_porsche_interpolation_spline,0.0
1580,registrations__vwm_premium_porsche_interpolated_linear,0.0
1579,registrations__vwm_premium_porsche_medianbymonth,0.0
1577,registrations__vwm_premium_land_rover_fill_zero,0.0
1576,registrations__vwm_premium_land_rover_interpolation_spline,0.0
1574,registrations__vwm_premium_land_rover_medianbymonth,0.0
1560,registrations__vwm_premium_audi_interpolated_linear,0.0
1572,registrations__vwm_premium_volvo_fill_zero,0.0
1571,registrations__vwm_premium_volvo_interpolation_spline,0.0
1569,registrations__vwm_premium_volvo_medianbymonth,0.0
1567,registrations__vwm_premium_lexus_fill_zero,0.0
1566,registrations__vwm_premium_lexus_interpolation_spline,0.0
1565,registrations__vwm_premium_lexus_interpolated_linear,0.0
1564,registrations__vwm_premium_lexus_medianbymonth,0.0
1562,registrations__vwm_premium_audi_fill_zero,0.0
1561,registrations__vwm_premium_audi_interpolation_spline,0.0
1527,registrations__volkswagensegment_volumen_fill_zero,0.0
1526,registrations__volkswagensegment_volumen_interpolation_spline,0.0
1525,registrations__volkswagensegment_volumen_interpolated_linear,0.0
1478,global_economy__real_exchange_rate_with_us_us_prices_per_local_prices__u_s_dollar_meanbymonth,0.0
1487,global_economy__wholesale_producer_price_index_lcu_basus__index_fill_zero,0.0
1486,global_economy__wholesale_producer_price_index_lcu_basus__index_interpolation_spline,0.0
1485,global_economy__wholesale_producer_price_index_lcu_basus__index_interpolated_linear,0.0
1484,global_economy__wholesale_producer_price_index_lcu_basus__index_medianbymonth,0.0
1483,global_economy__wholesale_producer_price_index_lcu_basus__index_meanbymonth,0.0
1482,global_economy__real_exchange_rate_with_us_us_prices_per_local_prices__u_s_dollar_fill_zero,0.0
1481,global_economy__real_exchange_rate_with_us_us_prices_per_local_prices__u_s_dollar_interpolation_spline,0.0
1480,global_economy__real_exchange_rate_with_us_us_prices_per_local_prices__u_s_dollar_interpolated_linear,0.0
1479,global_economy__real_exchange_rate_with_us_us_prices_per_local_prices__u_s_dollar_medianbymonth,0.0
1477,global_economy__real_exchange_rate_with_japan_japanese_prices_per_local_prices__japanese_yen_fill_zero,0.0
1490,registrations__porschesegment_boxster_cayman_interpolated_linear,0.0
1476,global_economy__real_exchange_rate_with_japan_japanese_prices_per_local_prices__japanese_yen_interpolation_spline,0.0
1475,global_economy__real_exchange_rate_with_japan_japanese_prices_per_local_prices__japanese_yen_interpolated_linear,0.0
1474,global_economy__real_exchange_rate_with_japan_japanese_prices_per_local_prices__japanese_yen_medianbymonth,0.0
1473,global_economy__real_exchange_rate_with_japan_japanese_prices_per_local_prices__japanese_yen_meanbymonth,0.0
1472,global_economy__personal_saving_household_saving_us__forecast_billion_fill_zero,0.0
1471,global_economy__personal_saving_household_saving_us__forecast_billion_interpolation_spline,0.0
1470,global_economy__personal_saving_household_saving_us__forecast_billion_interpolated_linear,0.0
1469,global_economy__personal_saving_household_saving_us__forecast_billion_medianbymonth,0.0
1468,global_economy__personal_saving_household_saving_us__forecast_billion_meanbymonth,0.0
1489,registrations__porschesegment_boxster_cayman_medianbymonth,0.0
1492,registrations__porschesegment_boxster_cayman_fill_zero,0.0
1524,registrations__volkswagensegment_volumen_medianbymonth,0.0
1511,registrations__porschesegment_taycan_interpolation_spline,0.0
1522,registrations__porschesegment_macan_fill_zero,0.0
1521,registrations__porschesegment_macan_interpolation_spline,0.0
1520,registrations__porschesegment_macan_interpolated_linear,0.0
1519,registrations__porschesegment_macan_medianbymonth,0.0
1517,registrations__porschesegment_911_fill_zero,0.0
1516,registrations__porschesegment_911_interpolation_spline,0.0
1515,registrations__porschesegment_911_interpolated_linear,0.0
1514,registrations__porschesegment_911_medianbymonth,0.0
1512,registrations__porschesegment_taycan_fill_zero,0.0
1510,registrations__porschesegment_taycan_interpolated_linear,0.0
1494,registrations__porschesegment_panamera_medianbymonth,0.0
1509,registrations__porschesegment_taycan_medianbymonth,0.0
1506,registrations__porschesegment_cayenne_interpolation_spline,0.0
1505,registrations__porschesegment_cayenne_interpolated_linear,0.0
1504,registrations__porschesegment_cayenne_medianbymonth,0.0
1502,registrations__porschesegment_w_o_porsche_segment_fill_zero,0.0
1500,registrations__porschesegment_w_o_porsche_segment_interpolated_linear,0.0
1499,registrations__porschesegment_w_o_porsche_segment_medianbymonth,0.0
1497,registrations__porschesegment_panamera_fill_zero,0.0
1496,registrations__porschesegment_panamera_interpolation_spline,0.0
1589,registrations__vwm_premium_acura_medianbymonth,0.0
1591,registrations__vwm_premium_acura_interpolation_spline,0.0
1466,global_economy__personal_saving_household_saving_lcu__forecast_billion_interpolation_spline,0.0
1592,registrations__vwm_premium_acura_fill_zero,0.0
1675,registrations__buildtype_cabrio_interpolated_linear,0.0
1674,registrations__buildtype_cabrio_medianbymonth,0.0
1672,registrations__buildtype_van_fill_zero,0.0
1671,registrations__buildtype_van_interpolation_spline,0.0
1670,registrations__buildtype_van_interpolated_linear,0.0
1669,registrations__buildtype_van_medianbymonth,0.0
1667,registrations__buildtype_transport_fill_zero,0.0
1666,registrations__buildtype_transport_interpolation_spline,0.0
1665,registrations__buildtype_transport_interpolated_linear,0.0
1664,registrations__buildtype_transport_medianbymonth,0.0
1662,registrations__buildtype_suv_fill_zero,0.0
1661,registrations__buildtype_suv_interpolation_spline,0.0
1660,registrations__buildtype_suv_interpolated_linear,0.0
1659,registrations__buildtype_suv_medianbymonth,0.0
1657,registrations__fueltype_electro_fill_zero,0.0
1656,registrations__fueltype_electro_interpolation_spline,0.0
1655,registrations__fueltype_electro_interpolated_linear,0.0
1654,registrations__fueltype_electro_medianbymonth,0.0
1653,registrations__fueltype_electro_meanbymonth,0.0
1652,registrations__fueltype_benzin_fill_zero,0.0
1651,registrations__fueltype_benzin_interpolation_spline,0.0
1677,registrations__buildtype_cabrio_fill_zero,0.0
1679,registrations__buildtype_stufenheck_medianbymonth,0.0
1680,registrations__buildtype_stufenheck_interpolated_linear,0.0
1696,registrations__buildtype_pickup_interpolation_spline,0.0
1706,registrations__buildtype_kombi_interpolation_spline,0.0
1705,registrations__buildtype_kombi_interpolated_linear,0.0
1704,registrations__buildtype_kombi_medianbymonth,0.0
1702,registrations__buildtype_coupe_fill_zero,0.0
1701,registrations__buildtype_coupe_interpolation_spline,0.0
1700,registrations__buildtype_coupe_interpolated_linear,0.0
1699,registrations__buildtype_coupe_medianbymonth,0.0
1698,registrations__buildtype_coupe_meanbymonth,0.0
1697,registrations__buildtype_pickup_fill_zero,0.0
1695,registrations__buildtype_pickup_interpolated_linear,0.0
1681,registrations__buildtype_stufenheck_interpolation_spline,0.0
1694,registrations__buildtype_pickup_medianbymonth,0.0
1692,registrations__buildtype_other_fill_zero,0.0
1689,registrations__buildtype_other_medianbymonth,0.0
1687,registrations__buildtype_kurzheck_fill_zero,0.0
1686,registrations__buildtype_kurzheck_interpolation_spline,0.0
1685,registrations__buildtype_kurzheck_interpolated_linear,0.0
1684,registrations__buildtype_kurzheck_medianbymonth,0.0
1683,registrations__buildtype_kurzheck_meanbymonth,0.0
1682,registrations__buildtype_stufenheck_fill_zero,0.0
1650,registrations__fueltype_benzin_interpolated_linear,0.0
1649,registrations__fueltype_benzin_medianbymonth,0.0
1647,registrations__fueltype_diesel_fill_zero,0.0
1604,registrations__vwm_luxus_bentley_medianbymonth,0.0
1617,registrations__vwm_luxus_lamborghini_fill_zero,0.0
1616,registrations__vwm_luxus_lamborghini_interpolation_spline,0.0
1614,registrations__vwm_luxus_lamborghini_medianbymonth,0.0
1612,registrations__vwm_luxus_ferrari_fill_zero,0.0
1611,registrations__vwm_luxus_ferrari_interpolation_spline,0.0
1610,registrations__vwm_luxus_ferrari_interpolated_linear,0.0
1609,registrations__vwm_luxus_ferrari_medianbymonth,0.0
1606,registrations__vwm_luxus_bentley_interpolation_spline,0.0
1605,registrations__vwm_luxus_bentley_interpolated_linear,0.0
1602,registrations__vwm_luxus_maserati_fill_zero,0.0
1620,registrations__vwm_luxus_aston_martin_interpolated_linear,0.0
1601,registrations__vwm_luxus_maserati_interpolation_spline,0.0
1600,registrations__vwm_luxus_maserati_interpolated_linear,0.0
1599,registrations__vwm_luxus_maserati_medianbymonth,0.0
1598,registrations__vwm_luxus_maserati_meanbymonth,0.0
1597,registrations__vwm_premium_infiniti_fill_zero,0.0
1596,registrations__vwm_premium_infiniti_interpolation_spline,0.0
1595,registrations__vwm_premium_infiniti_interpolated_linear,0.0
1594,registrations__vwm_premium_infiniti_medianbymonth,0.0
1593,registrations__vwm_premium_infiniti_meanbymonth,0.0
1619,registrations__vwm_luxus_aston_martin_medianbymonth,0.0
1621,registrations__vwm_luxus_aston_martin_interpolation_spline,0.0
1646,registrations__fueltype_diesel_interpolation_spline,0.0
1634,registrations__vwm_luxus_alpina_medianbymonth,0.0
1645,registrations__fueltype_diesel_interpolated_linear,0.0
1644,registrations__fueltype_diesel_medianbymonth,0.0
1643,registrations__fueltype_diesel_meanbymonth,0.0
1642,registrations__fueltype_hybrid_fill_zero,0.0
1640,registrations__fueltype_hybrid_interpolated_linear,0.0
1639,registrations__fueltype_hybrid_medianbymonth,0.0
1637,registrations__vwm_luxus_alpina_fill_zero,0.0
1636,registrations__vwm_luxus_alpina_interpolation_spline,0.0
1635,registrations__vwm_luxus_alpina_interpolated_linear,0.0
1633,registrations__vwm_luxus_alpina_meanbymonth,0.0
1622,registrations__vwm_luxus_aston_martin_fill_zero,0.0
1632,registrations__vwm_luxus_mclaren_fill_zero,0.0
1631,registrations__vwm_luxus_mclaren_interpolation_spline,0.0
1630,registrations__vwm_luxus_mclaren_interpolated_linear,0.0
1629,registrations__vwm_luxus_mclaren_medianbymonth,0.0
1628,registrations__vwm_luxus_mclaren_meanbymonth,0.0
1627,registrations__vwm_luxus_rolls_royce_fill_zero,0.0
1626,registrations__vwm_luxus_rolls_royce_interpolation_spline,0.0
1625,registrations__vwm_luxus_rolls_royce_interpolated_linear,0.0
1624,registrations__vwm_luxus_rolls_royce_medianbymonth,0.0
1467,global_economy__personal_saving_household_saving_lcu__forecast_billion_fill_zero,0.0
1465,global_economy__personal_saving_household_saving_lcu__forecast_billion_interpolated_linear,0.0
1258,global_economy__subsidies_in_lcu_unspecified_government__u_s_dollar,0.0
1368,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_us__u_s_dollar_meanbymonth,0.0
1338,global_economy__user_cost_of_capital__percentage,0.0
1337,global_economy__unspecified_revenue_total_otherwise_current_of_gdp_unspecified_government__percentage,0.0
1336,global_economy__unspecified_revenue_total_otherwise_current_of_gdp_general_government__percentage,0.0
1335,global_economy__unspecified_revenue_total_otherwise_current_of_gdp_central_government__percentage,0.0
1334,global_economy__unspecified_revenue_total_otherwise_current_in_us_unspecified_government__u_s_dollar,0.0
1333,global_economy__unspecified_revenue_total_otherwise_current_in_us_general_government__u_s_dollar,0.0
1332,global_economy__unspecified_revenue_total_otherwise_current_in_us_central_government__u_s_dollar,0.0
1331,global_economy__unspecified_revenue_total_otherwise_current_in_lcu_unspecified_government__u_s_dollar,0.0
1330,global_economy__unspecified_revenue_total_otherwise_current_in_lcu_unspecified_government__euro,0.0
1329,global_economy__unspecified_revenue_total_otherwise_current_in_lcu_unspecified_government__chinese_renminbi,0.0
1328,global_economy__unspecified_revenue_total_otherwise_current_in_lcu_general_government__u_s_dollar,0.0
1327,global_economy__unspecified_revenue_total_otherwise_current_in_lcu_general_government__euro,0.0
1326,global_economy__unspecified_revenue_total_otherwise_current_in_lcu_general_government__chinese_renminbi,0.0
1324,global_economy__unspecified_revenue_total_otherwise_current_in_euro_unspecified_government__euro,0.0
1323,global_economy__unspecified_revenue_total_otherwise_current_in_euro_general_government__euro,0.0
1322,global_economy__unspecified_revenue_total_otherwise_current_in_euro_central_government__euro,0.0
1321,global_economy__unspecified_expenditures_total_otherwise_current_in_euro_central_government__euro,0.0
1320,global_economy__unspecified_expenditure_total_otherwise_current_of_gdp_unspecified_government__percentage,0.0
1319,global_economy__unspecified_expenditure_total_otherwise_current_of_gdp_general_government__percentage,0.0
1318,global_economy__unspecified_expenditure_total_otherwise_current_of_gdp_central_government__percentage,0.0
1317,global_economy__unspecified_expenditure_total_otherwise_current_in_us_unspecified_government__u_s_dollar,0.0
1339,global_economy__wages_and_salaries_gross_euro__euro,0.0
1340,global_economy__wages_and_salaries_gross_lcu__chinese_renminbi,0.0
1341,global_economy__wages_and_salaries_gross_lcu__euro,0.0
1357,global_economy__bop_current_account_balance_us__u_s_dollar_fill_zero,0.0
1366,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_us__u_s_dollar_interpolation_spline,0.0
1365,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_us__u_s_dollar_interpolated_linear,0.0
1364,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_us__u_s_dollar_medianbymonth,0.0
1363,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_us__u_s_dollar_meanbymonth,0.0
1362,global_economy__bop_direct_investment_asset_debit_capital_outflow_us__u_s_dollar_fill_zero,0.0
1361,global_economy__bop_direct_investment_asset_debit_capital_outflow_us__u_s_dollar_interpolation_spline,0.0
1360,global_economy__bop_direct_investment_asset_debit_capital_outflow_us__u_s_dollar_interpolated_linear,0.0
1359,global_economy__bop_direct_investment_asset_debit_capital_outflow_us__u_s_dollar_medianbymonth,0.0
1358,global_economy__bop_direct_investment_asset_debit_capital_outflow_us__u_s_dollar_meanbymonth,0.0
1356,global_economy__bop_current_account_balance_us__u_s_dollar_interpolation_spline,0.0
1342,global_economy__wages_and_salaries_gross_us__u_s_dollar,0.0
1355,global_economy__bop_current_account_balance_us__u_s_dollar_interpolated_linear,0.0
1354,global_economy__bop_current_account_balance_us__u_s_dollar_medianbymonth,0.0
1353,global_economy__bop_current_account_balance_us__u_s_dollar_meanbymonth,0.0
1352,global_economy__bop_cap_account_bal_us__u_s_dollar_fill_zero,0.0
