,name,NaN Count
576,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_cosmetics,0
577,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_cultural_and_office_appliances,0
578,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_furniture,0
579,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_garments_footwear_hats_knitwear_and_textile,0
580,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_gold_silver_and_jewelry,0
581,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_grain_oil_foodstuff_beverages_tobacco_and_liquor,0
582,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_household_appliances_and_av_equipment,0
583,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_others,0
584,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_petroleum_and_related_products,0
585,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_sports_and_recreation_articles,0
586,global_consumer__retail_sales_of_goods_of_the_enterprises_above_designated_size_traditional_chinese_and_western_medicines,0
587,global_consumer__rural_consumption_nominal,0
588,global_consumer__rural_consumption_real,0
589,global_consumer__secondary_enrollment_rate,0
590,global_consumer__semi_durables,0
591,global_consumer__services,0
592,global_consumer__spirits,0
593,global_consumer__sporting_goods_hobby_book_music,0
594,global_consumer__tertiary_enrollment_rate,0
595,global_consumer__tobacco,0
596,global_consumer__total_consumption,0
597,global_consumer__total_consumption_constant_2015_lcu,0
598,global_consumer__total_consumption_constant_2015_us,0
599,global_consumer__total_consumption_current_us,0
600,global_consumer__total_female_population,0
601,global_consumer__total_health_expenditures,0
602,global_consumer__total_labor_force,0
603,global_consumer__total_male_population,0
604,global_consumer__total_population,0
605,global_consumer__total_population_0_to_14,0
606,global_consumer__total_population_0_to_4,0
607,global_consumer__total_population_10_to_14,0
608,global_consumer__total_population_15_to_19,0
609,global_consumer__total_population_15_to_64,0
610,global_consumer__total_population_20_to_24,0
611,global_consumer__total_population_25_to_29,0
612,global_consumer__total_population_30_to_34,0
613,global_consumer__total_population_35_to_39,0
614,global_consumer__total_population_40_to_44,0
615,global_consumer__total_population_45_to_49,0
616,global_consumer__total_population_50_to_54,0
617,global_consumer__total_population_55_to_59,0
618,global_consumer__total_population_5_to_9,0
619,global_consumer__total_population_60_to_64,0
620,global_consumer__total_population_65,0
621,global_consumer__total_population_65_to_69,0
622,global_consumer__total_population_70_to_74,0
623,global_consumer__total_population_75,0
624,global_consumer__total_retail_sales,0
625,global_consumer__transportation_and_communication,0
626,global_consumer__transportation_equipment,0
627,global_consumer__transportation_equipment_operational_cost,0
628,global_consumer__transportation_services,0
629,global_consumer__unemployment_rate,0
630,global_consumer__urban_consumption_nominal,0
631,global_consumer__urban_consumption_real,0
632,global_consumer__urban_household,0
633,global_consumer__urban_population,0
634,global_consumer__wine,0
635,global_economy__bop_basic_balance_euro__euro,0
636,global_economy__bop_basic_balance_lcu__chinese_renminbi,0
637,global_economy__bop_basic_balance_lcu__euro,0
638,global_economy__bop_basic_balance_us__u_s_dollar,0
639,global_economy__bop_cap_account_bal_euro__euro,0
640,global_economy__bop_cap_account_bal_lcu__chinese_renminbi,0
641,global_economy__bop_cap_account_bal_lcu__euro,0
642,global_economy__bop_change_in_reserves_euro__euro,0
643,global_economy__bop_change_in_reserves_lcu__chinese_renminbi,0
644,global_economy__bop_change_in_reserves_lcu__euro,0
645,global_economy__bop_change_in_reserves_us__u_s_dollar,0
646,global_economy__bop_current_account_balance_euro__euro,0
647,global_economy__bop_current_account_balance_lcu__chinese_renminbi,0
648,global_economy__bop_current_account_balance_lcu__euro,0
649,global_economy__bop_current_account_balance_lcu__u_s_dollar,0
650,global_economy__bop_direct_investment_asset_debit_capital_outflow_euro__euro,0
651,global_economy__bop_direct_investment_asset_debit_capital_outflow_lcu__chinese_renminbi,0
652,global_economy__bop_direct_investment_asset_debit_capital_outflow_lcu__euro,0
653,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_euro__euro,0
654,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_lcu__chinese_renminbi,0
655,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_lcu__euro,0
656,global_economy__bop_direct_investment_balance_or_net_fdi_net_capital_inflow_of_gdp__percentage,0
657,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_euro__euro,0
658,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_lcu__chinese_renminbi,0
659,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_lcu__euro,0
660,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_of_gdp__percentage,0
661,global_economy__bop_direct_investment_liability_or_fdi_credit_capital_inflow_of_if__percentage,0
662,global_economy__bop_factor_service_balance_net_foreign_investment_income_euro__euro,0
663,global_economy__bop_factor_service_balance_net_foreign_investment_income_lcu__chinese_renminbi,0
664,global_economy__bop_factor_service_balance_net_foreign_investment_income_lcu__euro,0
665,global_economy__bop_factor_service_balance_net_foreign_investment_income_lcu__u_s_dollar,0
666,global_economy__bop_factor_service_balance_of_gdp__percentage,0
667,global_economy__bop_factor_service_exports_and_credits_investment_income_receipts_from_the_rest_of_the_world_euro__euro,0
668,global_economy__bop_factor_service_exports_and_credits_investment_income_receipts_from_the_rest_of_the_world_lcu__chinese_renminbi,0
669,global_economy__bop_factor_service_exports_and_credits_investment_income_receipts_from_the_rest_of_the_world_lcu__euro,0
670,global_economy__bop_factor_service_exports_and_credits_investment_income_receipts_from_the_rest_of_the_world_lcu__u_s_dollar,0
671,global_economy__bop_factor_service_imports_and_debits_investment_income_payments_to_the_rest_of_the_world_euro__euro,0
672,global_economy__bop_factor_service_imports_and_debits_investment_income_payments_to_the_rest_of_the_world_lcu__chinese_renminbi,0
673,global_economy__bop_factor_service_imports_and_debits_investment_income_payments_to_the_rest_of_the_world_lcu__euro,0
674,global_economy__bop_factor_service_imports_and_debits_investment_income_payments_to_the_rest_of_the_world_lcu__u_s_dollar,0
675,global_economy__bop_financial_account_balance_euro__euro,0
676,global_economy__bop_financial_account_balance_lcu__chinese_renminbi,0
677,global_economy__bop_financial_account_balance_lcu__euro,0
678,global_economy__bop_goods_balance_euro__euro,0
679,global_economy__bop_goods_balance_lcu__chinese_renminbi,0
680,global_economy__bop_goods_balance_lcu__euro,0
681,global_economy__bop_goods_balance_lcu__u_s_dollar,0
682,global_economy__bop_goods_balance_of_gdp__percentage,0
683,global_economy__bop_goods_balance_us__u_s_dollar,0
684,global_economy__bop_goods_exports_euro__euro,0
685,global_economy__bop_goods_exports_lcu__chinese_renminbi,0
686,global_economy__bop_goods_exports_lcu__euro,0
687,global_economy__bop_goods_exports_lcu__u_s_dollar,0
688,global_economy__bop_goods_exports_of_gdp__percentage,0
689,global_economy__bop_goods_exports_percent_of_world_exports__percentage,0
690,global_economy__bop_goods_exports_us__u_s_dollar,0
691,global_economy__bop_goods_exports_us_growth_rate_year_on_year__percent_change_year_ago,0
692,global_economy__bop_goods_imports_euro__euro,0
693,global_economy__bop_goods_imports_lcu__chinese_renminbi,0
694,global_economy__bop_goods_imports_lcu__euro,0
695,global_economy__bop_goods_imports_lcu__u_s_dollar,0
696,global_economy__bop_goods_imports_of_gdp__percentage,0
697,global_economy__bop_goods_imports_us__u_s_dollar,0
698,global_economy__bop_goods_imports_us_growth_rate_year_on_year__percent_change_year_ago,0
699,global_economy__bop_miscellaneous_capital_account_euro__euro,0
700,global_economy__bop_miscellaneous_capital_account_lcu__chinese_renminbi,0
701,global_economy__bop_miscellaneous_capital_account_lcu__euro,0
702,global_economy__bop_miscellaneous_capital_account_us__u_s_dollar,0
703,global_economy__bop_net_errors_omissions_euro__euro,0
704,global_economy__bop_net_errors_omissions_lcu__chinese_renminbi,0
705,global_economy__bop_net_errors_omissions_lcu__euro,0
706,global_economy__bop_net_errors_omissions_us__u_s_dollar,0
707,global_economy__bop_non_factor_service_balance_euro__euro,0
708,global_economy__bop_non_factor_service_balance_lcu__chinese_renminbi,0
709,global_economy__bop_non_factor_service_balance_lcu__euro,0
710,global_economy__bop_non_factor_service_balance_lcu__u_s_dollar,0
711,global_economy__bop_non_factor_service_balance_of_gdp__percentage,0
712,global_economy__bop_non_factor_service_exports_euro__euro,0
713,global_economy__bop_non_factor_service_exports_lcu__chinese_renminbi,0
714,global_economy__bop_non_factor_service_exports_lcu__euro,0
715,global_economy__bop_non_factor_service_exports_lcu__u_s_dollar,0
716,global_economy__bop_non_factor_service_imports_euro__euro,0
717,global_economy__bop_non_factor_service_imports_lcu__chinese_renminbi,0
718,global_economy__bop_non_factor_service_imports_lcu__euro,0
719,global_economy__bop_non_factor_service_imports_lcu__u_s_dollar,0
720,global_economy__bop_other_investment_asset_debit_capital_outflow_euro__euro,0
721,global_economy__bop_other_investment_asset_debit_capital_outflow_lcu__chinese_renminbi,0
722,global_economy__bop_other_investment_asset_debit_capital_outflow_lcu__euro,0
723,global_economy__bop_other_investment_balance_net_capital_inflow_euro__euro,0
724,global_economy__bop_other_investment_balance_net_capital_inflow_lcu__chinese_renminbi,0
725,global_economy__bop_other_investment_balance_net_capital_inflow_lcu__euro,0
726,global_economy__bop_other_investment_balance_net_capital_inflow_us__u_s_dollar,0
727,global_economy__bop_other_investment_liability_credit_capital_inflow_euro__euro,0
728,global_economy__bop_other_investment_liability_credit_capital_inflow_lcu__chinese_renminbi,0
729,global_economy__bop_other_investment_liability_credit_capital_inflow_lcu__euro,0
730,global_economy__bop_portfolio_investment_asset_debit_capital_outflow_euro__euro,0
731,global_economy__bop_portfolio_investment_asset_debit_capital_outflow_lcu__chinese_renminbi,0
732,global_economy__bop_portfolio_investment_asset_debit_capital_outflow_lcu__euro,0
733,global_economy__bop_portfolio_investment_balance_net_capital_inflow_euro__euro,0
734,global_economy__bop_portfolio_investment_balance_net_capital_inflow_lcu__chinese_renminbi,0
735,global_economy__bop_portfolio_investment_balance_net_capital_inflow_lcu__euro,0
736,global_economy__bop_portfolio_investment_balance_net_capital_inflow_of_gdp__percentage,0
737,global_economy__bop_portfolio_investment_liability_credit_capital_inflow_euro__euro,0
738,global_economy__bop_portfolio_investment_liability_credit_capital_inflow_lcu__chinese_renminbi,0
739,global_economy__bop_portfolio_investment_liability_credit_capital_inflow_lcu__euro,0
740,global_economy__bop_services_factor_non_factor_balance_euro__euro,0
741,global_economy__bop_services_factor_non_factor_balance_lcu__chinese_renminbi,0
742,global_economy__bop_services_factor_non_factor_balance_lcu__euro,0
743,global_economy__bop_services_factor_non_factor_balance_lcu__u_s_dollar,0
744,global_economy__bop_services_factor_non_factor_balance_of_gdp__percentage,0
745,global_economy__bop_services_factor_non_factor_balance_us__u_s_dollar,0
746,global_economy__bop_services_factor_non_factor_exports_euro__euro,0
747,global_economy__bop_services_factor_non_factor_exports_lcu__chinese_renminbi,0
748,global_economy__bop_services_factor_non_factor_exports_lcu__euro,0
749,global_economy__bop_services_factor_non_factor_exports_lcu__u_s_dollar,0
750,global_economy__bop_services_factor_non_factor_exports_us__u_s_dollar,0
751,global_economy__bop_services_factor_non_factor_imports_euro__euro,0
752,global_economy__bop_services_factor_non_factor_imports_lcu__chinese_renminbi,0
753,global_economy__bop_services_factor_non_factor_imports_lcu__euro,0
754,global_economy__bop_services_factor_non_factor_imports_lcu__u_s_dollar,0
755,global_economy__bop_services_factor_non_factor_imports_us__u_s_dollar,0
756,global_economy__bop_total_exports_goods_nf_services_euro__euro,0
757,global_economy__bop_total_exports_goods_nf_services_lcu__chinese_renminbi,0
758,global_economy__bop_total_exports_goods_nf_services_lcu__euro,0
759,global_economy__bop_total_exports_goods_nf_services_lcu__u_s_dollar,0
760,global_economy__bop_total_exports_goods_nf_services_of_gdp__percentage,0
761,global_economy__bop_total_exports_goods_nf_services_us__u_s_dollar,0
762,global_economy__bop_total_imports_goods_nf_services_euro__euro,0
763,global_economy__bop_total_imports_goods_nf_services_lcu__chinese_renminbi,0
764,global_economy__bop_total_imports_goods_nf_services_lcu__euro,0
765,global_economy__bop_total_imports_goods_nf_services_lcu__u_s_dollar,0
766,global_economy__bop_total_imports_goods_nf_services_of_gdp__percentage,0
767,global_economy__bop_total_imports_goods_nf_services_us__u_s_dollar,0
768,global_economy__bop_trade_balance_goods_nf_services_euro__euro,0
769,global_economy__bop_trade_balance_goods_nf_services_lcu__chinese_renminbi,0
770,global_economy__bop_trade_balance_goods_nf_services_lcu__euro,0
771,global_economy__bop_trade_balance_goods_nf_services_lcu__u_s_dollar,0
772,global_economy__bop_trade_balance_goods_nf_services_of_gdp__percentage,0
773,global_economy__bop_trade_balance_goods_nf_services_us__u_s_dollar,0
774,global_economy__bop_transfer_payments_balance_euro__euro,0
775,global_economy__bop_transfer_payments_balance_lcu__chinese_renminbi,0
776,global_economy__bop_transfer_payments_balance_lcu__euro,0
777,global_economy__bop_transfer_payments_balance_lcu__u_s_dollar,0
778,global_economy__bop_transfer_payments_balance_of_gdp__percentage,0
779,global_economy__bop_transfer_payments_credit_euro__euro,0
780,global_economy__bop_transfer_payments_credit_lcu__chinese_renminbi,0
781,global_economy__bop_transfer_payments_credit_lcu__euro,0
782,global_economy__bop_transfer_payments_debit_euro__euro,0
783,global_economy__bop_transfer_payments_debit_lcu__chinese_renminbi,0
784,global_economy__bop_transfer_payments_debit_lcu__euro,0
785,global_economy__broad_money_supply_period_end_lcu__chinese_renminbi,0
786,global_economy__broad_money_supply_period_end_lcu__euro,0
787,global_economy__broad_money_supply_period_end_lcu__index,0
788,global_economy__broad_money_supply_period_end_lcu__u_s_dollar,0
789,global_economy__broad_money_supply_period_end_us__u_s_dollar,0
790,global_economy__capital_consumption_total_lcu__u_s_dollar,0
791,global_economy__capital_consumption_total_us__u_s_dollar,0
792,global_economy__change_in_international_reserves__u_s_dollar,0
793,global_economy__change_in_international_reserves_excluding_gold__u_s_dollar,0
794,global_economy__consumer_price_index__index,0
795,global_economy__consumer_price_index_core__index,0
796,global_economy__consumer_price_index_core_dollar_basis__index,0
797,global_economy__consumer_price_index_core_euro_basis__index,0
798,global_economy__consumer_price_index_dollar_basis__index,0
799,global_economy__consumer_price_index_euro_basis__index,0
800,global_economy__consumer_price_index_year_on_year_percent_change__percent_change_year_ago,0
801,global_economy__current_account_balance_as_a_of_gdp__percentage,0
802,global_economy__current_expenditure_in_euro_general_government__euro,0
803,global_economy__current_expenditure_in_euro_unspecified_government__euro,0
804,global_economy__current_expenditure_in_lcu_central_government__u_s_dollar,0
805,global_economy__current_expenditure_in_lcu_general_government__u_s_dollar,0
806,global_economy__current_expenditure_in_lcu_unspecified_government__u_s_dollar,0
807,global_economy__current_expenditure_in_us_central_government__u_s_dollar,0
808,global_economy__current_expenditure_in_us_general_government__u_s_dollar,0
809,global_economy__current_expenditure_in_us_unspecified_government__u_s_dollar,0
810,global_economy__current_expenditure_of_gdp_central_government__percentage,0
811,global_economy__current_expenditure_of_gdp_general_government__percentage,0
812,global_economy__current_expenditure_of_gdp_unspecified_government__percentage,0
813,global_economy__current_expenditures_in_euro_central_government__euro,0
814,global_economy__current_revenue_in_euro_central_government__euro,0
815,global_economy__current_revenue_in_euro_general_government__euro,0
816,global_economy__current_revenue_in_euro_unspecified_government__euro,0
817,global_economy__current_revenue_in_lcu_central_government__u_s_dollar,0
818,global_economy__current_revenue_in_lcu_general_government__u_s_dollar,0
819,global_economy__current_revenue_in_lcu_unspecified_government__u_s_dollar,0
820,global_economy__current_revenue_in_us_central_government__u_s_dollar,0
821,global_economy__current_revenue_in_us_general_government__u_s_dollar,0
822,global_economy__current_revenue_in_us_unspecified_government__u_s_dollar,0
823,global_economy__current_revenue_of_gdp_central_government__percentage,0
824,global_economy__current_revenue_of_gdp_general_government__percentage,0
825,global_economy__current_revenue_of_gdp_unspecified_government__percentage,0
826,global_economy__debt_total_in_euro_central_government__euro,0
827,global_economy__debt_total_in_euro_general_government__euro,0
828,global_economy__debt_total_in_euro_unspecified_government__euro,0
829,global_economy__debt_total_in_lcu_central_government__u_s_dollar,0
830,global_economy__debt_total_in_lcu_general_government__chinese_renminbi,0
831,global_economy__debt_total_in_lcu_general_government__euro,0
832,global_economy__debt_total_in_lcu_general_government__u_s_dollar,0
833,global_economy__debt_total_in_lcu_unspecified_government__chinese_renminbi,0
834,global_economy__debt_total_in_lcu_unspecified_government__euro,0
835,global_economy__debt_total_in_lcu_unspecified_government__u_s_dollar,0
836,global_economy__debt_total_in_us_central_government__u_s_dollar,0
837,global_economy__debt_total_in_us_general_government__u_s_dollar,0
838,global_economy__debt_total_in_us_unspecified_government__u_s_dollar,0
839,global_economy__debt_total_of_gdp_central_government__percentage,0
840,global_economy__debt_total_of_gdp_general_government__percentage,0
841,global_economy__debt_total_of_gdp_unspecified_government__percentage,0
842,global_economy__deflator_consumption_total_euro__index,0
843,global_economy__deflator_consumption_total_lcu__index,0
844,global_economy__deflator_consumption_total_us__index,0
845,global_economy__deflator_customs_clearance_exports_total_saar_us__index,0
846,global_economy__deflator_customs_clearance_imports_total_saar_us__index,0
847,global_economy__deflator_fixed_investment_euro__index,0
848,global_economy__deflator_fixed_investment_government_euro__index,0
849,global_economy__deflator_fixed_investment_government_lcu__index,0
850,global_economy__deflator_fixed_investment_government_us__index,0
851,global_economy__deflator_fixed_investment_lcu__index,0
852,global_economy__deflator_fixed_investment_private_non_residential_euro__index,0
853,global_economy__deflator_fixed_investment_private_non_residential_lcu__index,0
854,global_economy__deflator_fixed_investment_private_non_residential_us__index,0
855,global_economy__deflator_fixed_investment_private_residential_euro__index,0
856,global_economy__deflator_fixed_investment_private_residential_lcu__index,0
857,global_economy__deflator_fixed_investment_private_residential_us__index,0
858,global_economy__deflator_fixed_investment_us__index,0
859,global_economy__deflator_gdp_at_factor_cost_agriculture_euro__index,0
860,global_economy__deflator_gdp_at_factor_cost_agriculture_lcu__index,0
861,global_economy__deflator_gdp_at_factor_cost_agriculture_us__index,0
862,global_economy__deflator_gdp_at_factor_cost_euro__euro,0
863,global_economy__deflator_gdp_at_factor_cost_industry_construction_euro__index,0
864,global_economy__deflator_gdp_at_factor_cost_industry_construction_lcu__index,0
865,global_economy__deflator_gdp_at_factor_cost_industry_construction_us__index,0
866,global_economy__deflator_gdp_at_factor_cost_industry_euro__index,0
867,global_economy__deflator_gdp_at_factor_cost_industry_lcu__index,0
868,global_economy__deflator_gdp_at_factor_cost_industry_manufacturing_euro__index,0
869,global_economy__deflator_gdp_at_factor_cost_industry_manufacturing_lcu__index,0
870,global_economy__deflator_gdp_at_factor_cost_industry_manufacturing_us__index,0
871,global_economy__deflator_gdp_at_factor_cost_industry_us__index,0
872,global_economy__deflator_gdp_at_factor_cost_lcu__index,0
873,global_economy__deflator_gdp_at_factor_cost_services_euro__index,0
874,global_economy__deflator_gdp_at_factor_cost_services_lcu__index,0
875,global_economy__deflator_gdp_at_factor_cost_services_us__index,0
876,global_economy__deflator_gdp_at_factor_cost_us__index,0
877,global_economy__deflator_government_consumption_euro__index,0
878,global_economy__deflator_government_consumption_lcu__index,0
879,global_economy__deflator_government_consumption_us__index,0
880,global_economy__deflator_gross_domestic_demand_absorption_euro__index,0
881,global_economy__deflator_gross_domestic_demand_absorption_lcu__index,0
882,global_economy__deflator_gross_domestic_demand_absorption_us__index,0
883,global_economy__deflator_gross_domestic_investment_euro__index,0
884,global_economy__deflator_gross_domestic_investment_lcu__index,0
885,global_economy__deflator_gross_domestic_investment_us__index,0
886,global_economy__deflator_gross_domestic_product_euro__index,0
887,global_economy__deflator_gross_domestic_product_lcu__index,0
888,global_economy__deflator_gross_domestic_product_us__index,0
889,global_economy__deflator_nia_exports_of_goods_non_factor_services_euro__index,0
890,global_economy__deflator_nia_exports_of_goods_non_factor_services_lcu__index,0
891,global_economy__deflator_nia_exports_of_goods_non_factor_services_us__index,0
892,global_economy__deflator_nia_imports_of_goods_non_factor_services_euro__index,0
893,global_economy__deflator_nia_imports_of_goods_non_factor_services_lcu__index,0
894,global_economy__deflator_nia_imports_of_goods_non_factor_services_us__index,0
895,global_economy__deflator_private_consumption_euro__index,0
896,global_economy__deflator_private_consumption_lcu__index,0
897,global_economy__deflator_private_consumption_us__index,0
898,global_economy__direct_income_taxes_in_euro_general_government__euro,0
899,global_economy__direct_income_taxes_in_euro_unspecified_government__euro,0
900,global_economy__direct_income_taxes_in_lcu_general_government__u_s_dollar,0
901,global_economy__direct_income_taxes_in_lcu_unspecified_government__u_s_dollar,0
902,global_economy__direct_income_taxes_in_us_general_government__u_s_dollar,0
903,global_economy__direct_income_taxes_in_us_unspecified_government__u_s_dollar,0
904,global_economy__disposable_personal_income_euro__euro,0
905,global_economy__disposable_personal_income_lcu__chinese_renminbi,0
906,global_economy__disposable_personal_income_lcu__euro,0
907,global_economy__disposable_personal_income_lcu__u_s_dollar,0
908,global_economy__disposable_personal_income_real_euro__euro,0
909,global_economy__disposable_personal_income_real_lcu__chinese_renminbi,0
910,global_economy__disposable_personal_income_real_lcu__euro,0
911,global_economy__disposable_personal_income_real_lcu__u_s_dollar,0
912,global_economy__disposable_personal_income_real_us__u_s_dollar,0
913,global_economy__disposable_personal_income_us__u_s_dollar,0
914,global_economy__employee_compensation_euro__euro,0
915,global_economy__employee_compensation_lcu__euro,0
916,global_economy__employee_compensation_lcu__u_s_dollar,0
917,global_economy__employee_compensation_lcu_year_on_year_percent_change__percent_change_year_ago,0
918,global_economy__employee_compensation_per_salaried_employee_euro__euro,0
919,global_economy__employee_compensation_per_salaried_employee_lcu__euro,0
920,global_economy__employee_compensation_per_salaried_employee_lcu__u_s_dollar,0
921,global_economy__employee_compensation_per_salaried_employee_us__u_s_dollar,0
922,global_economy__employee_compensation_us__u_s_dollar,0
923,global_economy__employment_salary_paid_employees__persons,0
924,global_economy__employment_self_employed_workers__persons,0
925,global_economy__employment_total__persons,0
926,global_economy__exchange_rate_lcu_per_euro_period_average__chinese_renminbi,0
927,global_economy__exchange_rate_lcu_per_euro_period_average__euro,0
928,global_economy__exchange_rate_lcu_per_euro_period_average__u_s_dollar,0
929,global_economy__exchange_rate_lcu_per_euro_period_end__chinese_renminbi,0
930,global_economy__exchange_rate_lcu_per_euro_period_end__euro,0
931,global_economy__exchange_rate_lcu_per_euro_period_end__u_s_dollar,0
932,global_economy__exchange_rate_lcu_per_us_period_average__chinese_renminbi,0
933,global_economy__exchange_rate_lcu_per_us_period_average__euro,0
934,global_economy__exchange_rate_lcu_per_us_period_average__u_s_dollar,0
935,global_economy__exchange_rate_lcu_per_us_period_average_year_on_year_percent_change__percent_change_year_ago,0
936,global_economy__exchange_rate_lcu_per_us_period_end__chinese_renminbi,0
937,global_economy__exchange_rate_lcu_per_us_period_end__euro,0
938,global_economy__exchange_rate_lcu_per_us_period_end__index,0
939,global_economy__exchange_rate_lcu_per_us_period_end__u_s_dollar,0
940,global_economy__exchange_rate_lcu_per_us_period_end_year_on_year_percent_change__percent_change_year_ago,0
941,global_economy__exchange_rate_lcu_per_yen_period_average__chinese_renminbi,0
942,global_economy__exchange_rate_lcu_per_yen_period_average__euro,0
943,global_economy__exchange_rate_lcu_per_yen_period_average__u_s_dollar,0
944,global_economy__exchange_rate_lcu_per_yen_period_end__chinese_renminbi,0
945,global_economy__exchange_rate_lcu_per_yen_period_end__euro,0
946,global_economy__exchange_rate_lcu_per_yen_period_end__u_s_dollar,0
947,global_economy__exchange_rate_purchasing_power_parity_lcu_per_us__chinese_renminbi,0
948,global_economy__exchange_rate_purchasing_power_parity_lcu_per_us__euro,0
949,global_economy__exchange_rate_purchasing_power_parity_lcu_per_us__u_s_dollar,0
950,global_economy__exchange_rate_purchasing_power_parity_lcu_per_us_year_on_year_percent_change__percent_change_year_ago,0
951,global_economy__fiscal_balance_current_in_euro_central_government__euro,0
952,global_economy__fiscal_balance_current_in_euro_general_government__euro,0
953,global_economy__fiscal_balance_current_in_euro_unspecified_government__euro,0
954,global_economy__fiscal_balance_current_in_lcu_central_government__u_s_dollar,0
955,global_economy__fiscal_balance_current_in_lcu_general_government__chinese_renminbi,0
956,global_economy__fiscal_balance_current_in_lcu_general_government__euro,0
957,global_economy__fiscal_balance_current_in_lcu_general_government__u_s_dollar,0
958,global_economy__fiscal_balance_current_in_lcu_unspecified_government__chinese_renminbi,0
959,global_economy__fiscal_balance_current_in_lcu_unspecified_government__euro,0
960,global_economy__fiscal_balance_current_in_lcu_unspecified_government__u_s_dollar,0
961,global_economy__fiscal_balance_current_in_us_central_government__u_s_dollar,0
962,global_economy__fiscal_balance_current_in_us_general_government__u_s_dollar,0
963,global_economy__fiscal_balance_current_in_us_unspecified_government__u_s_dollar,0
964,global_economy__fiscal_balance_current_of_gdp_central_government__percentage,0
965,global_economy__fiscal_balance_current_of_gdp_general_government__percentage,0
966,global_economy__fiscal_balance_current_of_gdp_unspecified_government__percentage,0
967,global_economy__fiscal_balance_current_primary_in_euro_central_government__euro,0
968,global_economy__fiscal_balance_current_primary_in_euro_general_government__euro,0
969,global_economy__fiscal_balance_current_primary_in_euro_unspecified_government__euro,0
970,global_economy__fiscal_balance_current_primary_in_lcu_central_government__u_s_dollar,0
971,global_economy__fiscal_balance_current_primary_in_lcu_general_government__chinese_renminbi,0
972,global_economy__fiscal_balance_current_primary_in_lcu_general_government__euro,0
973,global_economy__fiscal_balance_current_primary_in_lcu_general_government__u_s_dollar,0
974,global_economy__fiscal_balance_current_primary_in_lcu_unspecified_government__chinese_renminbi,0
975,global_economy__fiscal_balance_current_primary_in_lcu_unspecified_government__euro,0
976,global_economy__fiscal_balance_current_primary_in_lcu_unspecified_government__u_s_dollar,0
977,global_economy__fiscal_balance_current_primary_in_us_central_government__u_s_dollar,0
978,global_economy__fiscal_balance_current_primary_in_us_general_government__u_s_dollar,0
979,global_economy__fiscal_balance_current_primary_in_us_unspecified_government__u_s_dollar,0
980,global_economy__fiscal_balance_current_primary_of_gdp_central_government__percentage,0
981,global_economy__fiscal_balance_current_primary_of_gdp_general_government__percentage,0
982,global_economy__fiscal_balance_current_primary_of_gdp_unspecified_government__percentage,0
983,global_economy__fiscal_balance_overall_government_savings_in_euro_central_government__euro,0
984,global_economy__fiscal_balance_overall_government_savings_in_euro_general_government__euro,0
985,global_economy__fiscal_balance_overall_government_savings_in_euro_unspecified_government__euro,0
986,global_economy__fiscal_balance_overall_government_savings_in_lcu_central_government__u_s_dollar,0
987,global_economy__fiscal_balance_overall_government_savings_in_lcu_general_government__chinese_renminbi,0
988,global_economy__fiscal_balance_overall_government_savings_in_lcu_general_government__euro,0
989,global_economy__fiscal_balance_overall_government_savings_in_lcu_general_government__u_s_dollar,0
990,global_economy__fiscal_balance_overall_government_savings_in_lcu_unspecified_government__chinese_renminbi,0
991,global_economy__fiscal_balance_overall_government_savings_in_lcu_unspecified_government__euro,0
992,global_economy__fiscal_balance_overall_government_savings_in_lcu_unspecified_government__u_s_dollar,0
993,global_economy__fiscal_balance_overall_government_savings_in_us_central_government__u_s_dollar,0
994,global_economy__fiscal_balance_overall_government_savings_in_us_general_government__u_s_dollar,0
995,global_economy__fiscal_balance_overall_government_savings_in_us_unspecified_government__u_s_dollar,0
996,global_economy__fiscal_balance_overall_of_gdp_central_government__percentage,0
997,global_economy__fiscal_balance_overall_of_gdp_general_government__percentage,0
998,global_economy__fiscal_balance_overall_of_gdp_unspecified_government__percentage,0
999,global_economy__fiscal_balance_overall_otherwise_current_in_euro_unspecified_government__euro,0
1000,global_economy__fiscal_balance_overall_primary_excludes_interest_payments_in_euro_unspecified_government__euro,0
1001,global_economy__fiscal_balance_overall_primary_excludes_interest_payments_in_lcu_general_government__chinese_renminbi,0
1002,global_economy__fiscal_balance_overall_primary_excludes_interest_payments_in_lcu_general_government__euro,0
